#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1739387929859,0.0010652645,0.0010652645,-0.002130529,-0.108936176,9.619903,0.32441434
1739387929863,0.0010652645,0.002130529,-0.0010652645,-0.107739076,9.609129,0.33758244
1739387929868,0.0010652645,0.0,-0.0010652645,-0.10055647,9.613917,0.34955344
1739387929873,0.0010652645,0.0010652645,-0.002130529,-0.09816227,9.618706,0.33758244
1739387929879,0.002130529,0.0010652645,-0.002130529,-0.10055647,9.605537,0.34955344
1739387929883,0.0010652645,0.0031957934,-0.0010652645,-0.107739076,9.588778,0.34237084
1739387929888,0.002130529,0.002130529,-0.0010652645,-0.10055647,9.609129,0.35553896
1739387929893,0.0010652645,0.0010652645,0.0010652645,-0.09935937,9.589975,0.35194764
1739387929899,0.0010652645,0.002130529,-0.0010652645,-0.094570965,9.582792,0.34715924
1739387929902,0.0010652645,0.002130529,0.0,-0.095768064,9.605537,0.35673606
1739387929908,0.002130529,0.0010652645,-0.0010652645,-0.095768064,9.618706,0.33758244
1739387929913,0.002130529,0.0,-0.0010652645,-0.12569559,9.593566,0.34476504
1739387929918,0.002130529,-0.0010652645,0.0,-0.10295067,9.574412,0.36152446
1739387929923,0.0010652645,0.0,-0.0010652645,-0.11731588,9.636662,0.34476504
1739387929928,0.0010652645,0.002130529,-0.0010652645,-0.10654198,9.617508,0.35673606
1739387929934,0.0010652645,0.002130529,-0.002130529,-0.10534488,9.61272,0.34356794
1739387929939,0.0,0.0010652645,-0.0010652645,-0.107739076,9.598354,0.35075054
1739387929943,0.0010652645,0.0010652645,-0.0010652645,-0.10534488,9.603143,0.34596214
1739387929948,0.0010652645,0.0,-0.0010652645,-0.10534488,9.599552,0.33518824
1739387929953,0.0,0.0,0.0,-0.11372458,9.613917,0.34356794
1739387929958,0.0,0.0010652645,-0.0010652645,-0.11492168,9.606734,0.36032736
1739387929963,0.0010652645,0.0010652645,-0.0010652645,-0.12090719,9.616311,0.35434186
1739387929968,0.0,0.002130529,-0.0010652645,-0.11372458,9.624691,0.33279404
1739387929973,0.0,0.0010652645,0.0,-0.10175357,9.621099,0.34117374
1739387929979,0.002130529,0.0010652645,-0.0010652645,-0.108936176,9.627085,0.36511576
1739387929982,0.002130529,0.0010652645,-0.0010652645,-0.08619126,9.617508,0.33638534
1739387929988,0.0,0.0,-0.0010652645,-0.11851298,9.610326,0.33758244
